"Subject" "Activity" "Time_BodyAccMag_Mean" "Time_BodyAccMag_Std" "Time_GravityAccMag_Mean" "Time_GravityAccMag_Std" "Time_BodyAccJerkMag_Mean" "Time_BodyAccJerkMag_Std" "Time_BodyGyroMag_Mean" "Time_BodyGyroMag_Std" "Time_BodyGyroJerkMag_Mean" "Time_BodyGyroJerkMag_Std" "Freq_BodyAccMag_Mean" "Freq_BodyAccMag_Std" "Freq_BodyBodyAccJerkMag_Mean" "Freq_BodyBodyAccJerkMag_Std" "Freq_BodyBodyGyroMag_Mean" "Freq_BodyBodyGyroMag_Std" "Freq_BodyBodyGyroJerkMag_Mean" "Freq_BodyBodyGyroJerkMag_Std"
13 "WALKING" -0.135643867842105 -0.292546377017544 -0.135643867842105 -0.292546377017544 -0.133205034736842 -0.131788528797719 -0.218669558421053 -0.253240071964912 -0.303508210175439 -0.322118379807018 -0.23460086645614 -0.438388953157895 -0.15211150075614 -0.113591923723684 -0.267472373877193 -0.379951835438597 -0.338527133789474 -0.349285611070175
13 "WALKING_UPSTAIRS" -0.10115350174 -0.326339622181818 -0.10115350174 -0.326339622181818 -0.456190454 -0.451225931090909 -0.237182958116364 -0.415658606181818 -0.631964902181818 -0.669216383090909 -0.367522800909091 -0.409065516363636 -0.425100006545455 -0.491090809090909 -0.485477308909091 -0.470770800363636 -0.656088544363636 -0.712261499636364
13 "WALKING_DOWNSTAIRS" -0.0294634299553191 -0.0156098198829787 -0.0294634299553191 -0.0156098198829787 -0.127926051502128 -0.0433959844 -0.102114480531915 -0.236762631468085 -0.323552439276596 -0.27649151037234 0.0528791880659574 -0.210912766382979 -0.0282156656914894 -0.0709893839055319 -0.206121707212766 -0.400560061212766 -0.266399903210638 -0.343094861202128
13 "SITTING" -0.957690563673469 -0.937935738571429 -0.957690563673469 -0.937935738571429 -0.989497838979592 -0.988813098163265 -0.951142644081633 -0.963940591428571 -0.992604304489796 -0.991414934897959 -0.956901559653061 -0.938529931020408 -0.988348535306122 -0.988332303469388 -0.973258277755102 -0.96426809755102 -0.991723741632653 -0.991219445918367
13 "STANDING" -0.971564243157895 -0.968519673859649 -0.971564243157895 -0.968519673859649 -0.98680002754386 -0.981865616666667 -0.95782537245614 -0.944980198421053 -0.983637634912281 -0.976197659649123 -0.972393559473684 -0.970445378947368 -0.981977536491228 -0.980621262631579 -0.957488799473684 -0.946857485438596 -0.977197403859649 -0.976467330175439
13 "LAYING" -0.960517768225806 -0.947944746612903 -0.960517768225806 -0.947944746612903 -0.985467853870968 -0.980066243387097 -0.944303111935484 -0.944687480967742 -0.98544626483871 -0.975113305645161 -0.959535493548387 -0.949431319193548 -0.980754385967742 -0.978044349516129 -0.957681621290323 -0.946133432096774 -0.978150814032258 -0.972798632258065
18 "WALKING" -0.287908078035714 -0.460346465357143 -0.287908078035714 -0.460346465357143 -0.379269262142857 -0.42541866125 -0.500471147857143 -0.60851009125 -0.636485896964286 -0.726591779107143 -0.424386734107143 -0.565563056964286 -0.41403775125 -0.444453486071429 -0.620331394285714 -0.668908146607143 -0.710596311071429 -0.769408385535714
18 "WALKING_UPSTAIRS" -0.279146312758621 -0.37184157 -0.279146312758621 -0.37184157 -0.601463948275862 -0.579330320344828 -0.3691086 -0.528058134137931 -0.781652689310345 -0.835525127931035 -0.436561064482759 -0.436218933448276 -0.574481396551724 -0.587926077068965 -0.654029089310345 -0.533044636034483 -0.826193160862069 -0.860910992241379
18 "WALKING_DOWNSTAIRS" -0.293531973636364 -0.229934247036364 -0.293531973636364 -0.229934247036364 -0.466516044 -0.3825173332 -0.381022814727273 -0.507995478327273 -0.701663073636364 -0.744159518909091 -0.241973534781818 -0.344299434181818 -0.3833987134 -0.386565072363636 -0.604735414363636 -0.533844932145455 -0.744236045090909 -0.763430801654545
18 "SITTING" -0.983674151754386 -0.981595285964912 -0.983674151754386 -0.981595285964912 -0.989869574561404 -0.991159350526316 -0.977634992105263 -0.981372675614035 -0.994873439824561 -0.994868913508772 -0.984781467192982 -0.982226151578947 -0.990407075964912 -0.991044297894737 -0.986535242105263 -0.981252632807018 -0.99480818754386 -0.994967621754386
18 "STANDING" -0.972607495342466 -0.972285545479452 -0.972607495342466 -0.972285545479452 -0.98596529369863 -0.986015285890411 -0.963006793150685 -0.959797118082192 -0.988685954931507 -0.988519665753425 -0.976797646027397 -0.973264853561644 -0.984987073150685 -0.986277356712329 -0.972352593013699 -0.95911345739726 -0.988960668767123 -0.988407465205479
18 "LAYING" -0.986456241538462 -0.986464542615385 -0.986456241538462 -0.986464542615385 -0.98832154 -0.989526277538462 -0.980740846769231 -0.980560877846154 -0.993095122615385 -0.992153054 -0.986788412 -0.987648484461539 -0.988548418307692 -0.989710656769231 -0.984329092153846 -0.981468841692308 -0.991901007538462 -0.992737961692308
20 "WALKING" 0.039402280578902 -0.156930391921569 0.039402280578902 -0.156930391921569 -0.0429359302764706 0.0210765716843137 0.0686275147882353 -0.0367853189588235 -0.194893253196078 -0.149864146847059 -0.00353341793921569 -0.389934004313725 0.0545269493972549 -0.0310650270227451 -0.0520065599062745 -0.196210236058824 -0.180365335498431 -0.171975765239216
20 "WALKING_UPSTAIRS" 0.00872502461176471 -0.198269718823529 0.00872502461176471 -0.198269718823529 -0.255611242098039 -0.239444370019608 0.0223302538235294 -0.253929985803922 -0.37192841627451 -0.455396068627451 -0.205009295196078 -0.320241012294118 -0.215014031556863 -0.280450026862745 -0.286627716823529 -0.360948341823529 -0.450393446470588 -0.50282154372549
20 "WALKING_DOWNSTAIRS" 0.221851587933333 0.172636361444444 0.221851587933333 0.172636361444444 -0.0612699838466667 0.0467185842571111 0.0938419436933333 -0.0305762438706667 -0.268183423577778 -0.275591880382222 0.151887747217778 0.000242174637777778 0.0137917152644444 0.0790379799133333 -0.100566103524444 -0.151681987177778 -0.311668472555556 -0.281657285946667
20 "SITTING" -0.952738043030303 -0.937764028181818 -0.952738043030303 -0.937764028181818 -0.978774578333333 -0.972537871515151 -0.939574435606061 -0.941069909848485 -0.983010276060606 -0.97507615 -0.946913451666667 -0.942151231515152 -0.971730462575758 -0.972597744242424 -0.953399068181818 -0.943725755909091 -0.976108353787879 -0.975226588333333
20 "STANDING" -0.92240685739726 -0.910672094794521 -0.92240685739726 -0.910672094794521 -0.956624899041096 -0.938454372328767 -0.883675028630137 -0.843683410273973 -0.94793650109589 -0.926328788356164 -0.921225595205479 -0.918651880273973 -0.940007897123288 -0.936025033013699 -0.879437674794521 -0.849127347123288 -0.929600007123288 -0.927225720410959
20 "LAYING" -0.960743126176471 -0.939489444558824 -0.960743126176471 -0.939489444558824 -0.984670073823529 -0.980161687058824 -0.9604473725 -0.962153597941176 -0.986749500882353 -0.981079301617647 -0.952827071323529 -0.9418940855 -0.979695458088235 -0.979565196911765 -0.969832241176471 -0.964205915441177 -0.981119820588235 -0.981986152941177
24 "WALKING" -0.299983613965517 -0.48106401862069 -0.299983613965517 -0.48106401862069 -0.399722201034483 -0.409824562586207 -0.403064156896552 -0.563863212586207 -0.507824745862069 -0.556022765862069 -0.434618912068966 -0.590265845517241 -0.418641046896552 -0.40297998362069 -0.534509163793103 -0.668032801896552 -0.571594392068966 -0.567447731896552
24 "WALKING_UPSTAIRS" -0.226402822033898 -0.30685447 -0.226402822033898 -0.30685447 -0.488487620508475 -0.441068689830508 -0.33443583979661 -0.503929060169492 -0.658751629152542 -0.638180352881356 -0.322300989322034 -0.406283377627119 -0.429800778813559 -0.45964779779661 -0.564664994745763 -0.54907099 -0.64611467 -0.653876950677966
24 "WALKING_DOWNSTAIRS" -0.0737699163072727 -0.0224839122854545 -0.0737699163072727 -0.0224839122854545 -0.263106944836364 -0.143501970018182 -0.304965806363636 -0.3636948774 -0.497152238363636 -0.459159852363636 -0.0231701626603636 -0.175291708678182 -0.200830137109091 -0.0827554911536364 -0.374298686727273 -0.470147270181818 -0.474449925818182 -0.478030486181818
24 "SITTING" -0.968979156470588 -0.963779683235294 -0.968979156470588 -0.963779683235294 -0.985555822352941 -0.985418456176471 -0.964633252352941 -0.969257162647059 -0.991306424705882 -0.990724530735294 -0.968905031470588 -0.965852262058824 -0.984469962941177 -0.98561372 -0.977973720735294 -0.969105899117647 -0.990854751176471 -0.990933058235294
24 "STANDING" -0.950061017681159 -0.94790101173913 -0.950061017681159 -0.94790101173913 -0.977620953913043 -0.973108343043478 -0.954518594057971 -0.95310477884058 -0.982387268985507 -0.979995718695652 -0.960066088115942 -0.949522556376812 -0.972251355217391 -0.973195509565217 -0.963922314202899 -0.954407176956522 -0.981119237826087 -0.9797551
24 "LAYING" -0.9718540425 -0.969354834166667 -0.9718540425 -0.969354834166667 -0.985529270555556 -0.983605927361111 -0.953791512638889 -0.957829934722222 -0.982780873888889 -0.978659102222222 -0.973171068055556 -0.971063024027778 -0.983108084305556 -0.98328511625 -0.964001383472222 -0.961369084583333 -0.978596740694444 -0.980096981111111
